order_id,created_at,email,customer_name,lineitem_name,lineitem_quantity,lineitem_price,lineitem_discount,lineitem_cost,shipping_price,total_price,financial_status
#ORD-1020,2025-02-16 00:00:00,cristina.molina@gmail.com,Cristina Molina,Guantes Running,1,16.99,0.0,3.0,0.0,16.99,paid
#ORD-1020,2025-02-16 00:00:00,cristina.molina@gmail.com,Cristina Molina,Mochila Trail 30L,2,59.99,0.0,12.0,0.0,119.98,paid
#ORD-1021,2025-03-31 00:00:00,cliente37@email.com,Cliente37,Guantes Running,2,16.99,2.55,3.0,0.0,28.88,paid
#ORD-1022,2025-03-13 00:00:00,javier.alonso@gmail.com,Javier Alonso,Botella Térmica 750ml,1,24.99,0.0,9.0,0.0,24.99,paid
#ORD-1023,2025-02-05 00:00:00,cliente37@email.com,Cliente37,Pack Calcetines x5,2,14.99,0.0,2.5,3.99,33.97,refunded
#ORD-1023,2025-02-05 00:00:00,cliente37@email.com,Cliente37,Botella Térmica 750ml,1,24.99,0.0,9.0,4.99,29.979999999999997,paid
#ORD-1023,2025-02-05 00:00:00,cliente37@email.com,Cliente37,Zapatillas Running X1,1,49.99,0.0,8.5,0.0,49.99,paid
#ORD-1024,2025-04-13 00:00:00,cliente21@email.com,Cliente21,Guantes Running,2,16.99,2.55,3.0,0.0,28.88,paid
#ORD-1024,2025-04-13 00:00:00,cliente21@email.com,Cliente21,Camiseta Dry-Fit Pro,1,29.99,4.5,5.0,0.0,25.49,paid
#ORD-1024,2025-04-13 00:00:00,cliente21@email.com,Cliente21,Mochila Trail 30L,2,59.99,0.0,12.0,0.0,119.98,paid
#ORD-1025,2025-03-04 00:00:00,cliente47@email.com,Cliente47,Gorra Trail Running,1,19.99,0.0,4.0,0.0,19.99,paid
#ORD-1026,2025-03-14 00:00:00,cliente53@email.com,Cliente53,Mochila Trail 30L,1,59.99,0.0,12.0,0.0,59.99,refunded
#ORD-1026,2025-03-14 00:00:00,cliente53@email.com,Cliente53,Zapatillas Running X1,1,49.99,0.0,8.5,4.99,54.980000000000004,paid
#ORD-1026,2025-03-14 00:00:00,cliente53@email.com,Cliente53,Botella Térmica 750ml,1,24.99,0.0,9.0,4.99,29.979999999999997,paid
#ORD-1027,2025-02-25 00:00:00,cliente61@email.com,Cliente61,Pack Calcetines x5,2,14.99,0.0,2.5,3.99,33.97,paid
#ORD-1028,2025-03-15 00:00:00,cliente29@email.com,Cliente29,Pack Calcetines x5,2,14.99,0.0,2.5,3.99,33.97,paid
#ORD-1029,2025-04-04 00:00:00,cliente36@email.com,Cliente36,Pantalón Corto Sport,2,34.99,0.0,6.5,0.0,69.98,paid
#ORD-1029,2025-04-04 00:00:00,cliente36@email.com,Cliente36,Mochila Trail 30L,2,59.99,0.0,12.0,0.0,119.98,refunded
#ORD-1030,2025-01-29 00:00:00,cliente45@email.com,Cliente45,Gorra Trail Running,2,19.99,3.0,4.0,0.0,33.98,refunded
#ORD-1030,2025-01-29 00:00:00,cliente45@email.com,Cliente45,Pack Calcetines x5,2,14.99,0.0,2.5,4.99,34.97,paid
#ORD-1030,2025-01-29 00:00:00,cliente45@email.com,Cliente45,Pack Calcetines x5,2,14.99,1.5,2.5,0.0,26.98,paid
#ORD-1031,2025-03-17 00:00:00,cliente80@email.com,Cliente80,Camiseta Dry-Fit Pro,2,29.99,4.5,5.0,3.99,54.97,refunded
#ORD-1031,2025-03-17 00:00:00,cliente80@email.com,Cliente80,Gorra Trail Running,2,19.99,0.0,4.0,0.0,39.98,paid
#ORD-1032,2025-03-17 00:00:00,cliente54@email.com,Cliente54,Pantalón Corto Sport,1,34.99,5.25,6.5,3.99,33.73,refunded
#ORD-1032,2025-03-17 00:00:00,cliente54@email.com,Cliente54,Zapatillas Running X1,2,49.99,0.0,8.5,0.0,99.98,refunded
#ORD-1032,2025-03-17 00:00:00,cliente54@email.com,Cliente54,Gorra Trail Running,2,19.99,2.0,4.0,4.99,40.97,paid
#ORD-1033,2025-03-02 00:00:00,cliente66@email.com,Cliente66,Mochila Trail 30L,1,59.99,0.0,12.0,3.99,63.980000000000004,paid
#ORD-1033,2025-03-02 00:00:00,cliente66@email.com,Cliente66,Pack Calcetines x5,2,14.99,0.0,2.5,0.0,29.98,paid
#ORD-1034,2025-03-17 00:00:00,juan.rodríguez@gmail.com,Juan Rodríguez,Pack Calcetines x5,2,14.99,2.25,2.5,0.0,25.48,refunded
#ORD-1035,2025-03-06 00:00:00,cliente74@email.com,Cliente74,Pantalón Corto Sport,2,34.99,3.5,6.5,0.0,62.98,paid
#ORD-1036,2025-03-10 00:00:00,ana.garcía@gmail.com,Ana García,Pantalón Corto Sport,1,34.99,0.0,6.5,4.99,39.980000000000004,paid
#ORD-1037,2025-03-19 00:00:00,cliente72@email.com,Cliente72,Camiseta Dry-Fit Pro,2,29.99,0.0,5.0,4.99,64.97,paid
#ORD-1038,2025-01-17 00:00:00,cliente57@email.com,Cliente57,Pantalón Corto Sport,2,34.99,0.0,6.5,4.99,74.97,refunded
#ORD-1038,2025-01-17 00:00:00,cliente57@email.com,Cliente57,Botella Térmica 750ml,1,24.99,0.0,9.0,4.99,29.979999999999997,paid
#ORD-1038,2025-01-17 00:00:00,cliente57@email.com,Cliente57,Botella Térmica 750ml,2,24.99,0.0,9.0,3.99,53.97,paid
#ORD-1039,2025-02-06 00:00:00,cliente41@email.com,Cliente41,Camiseta Dry-Fit Pro,1,29.99,0.0,5.0,0.0,29.99,refunded
#ORD-1039,2025-02-06 00:00:00,cliente41@email.com,Cliente41,Mochila Trail 30L,1,59.99,0.0,12.0,4.99,64.98,refunded
#ORD-1039,2025-02-06 00:00:00,cliente41@email.com,Cliente41,Gorra Trail Running,2,19.99,2.0,4.0,0.0,35.98,paid
#ORD-1040,2025-02-04 00:00:00,cliente54@email.com,Cliente54,Zapatillas Running X1,2,49.99,5.0,8.5,0.0,89.98,paid
#ORD-1040,2025-02-04 00:00:00,cliente54@email.com,Cliente54,Botella Térmica 750ml,2,24.99,2.5,9.0,0.0,44.98,refunded
#ORD-1041,2025-02-06 00:00:00,cliente56@email.com,Cliente56,Zapatillas Running X1,2,49.99,0.0,8.5,4.99,104.97,paid
#ORD-1041,2025-02-06 00:00:00,cliente56@email.com,Cliente56,Guantes Running,1,16.99,2.55,3.0,0.0,14.44,refunded
#ORD-1042,2025-02-01 00:00:00,cliente76@email.com,Cliente76,Zapatillas Running X1,1,49.99,5.0,8.5,0.0,44.99,refunded
#ORD-1042,2025-02-01 00:00:00,cliente76@email.com,Cliente76,Mochila Trail 30L,1,59.99,0.0,12.0,4.99,64.98,paid
#ORD-1042,2025-02-01 00:00:00,cliente76@email.com,Cliente76,Pack Calcetines x5,2,14.99,0.0,2.5,3.99,33.97,refunded
#ORD-1043,2025-01-18 00:00:00,cliente36@email.com,Cliente36,Botella Térmica 750ml,1,24.99,2.5,9.0,0.0,22.49,paid
#ORD-1043,2025-01-18 00:00:00,cliente36@email.com,Cliente36,Gorra Trail Running,1,19.99,0.0,4.0,0.0,19.99,paid
#ORD-1044,2025-04-13 00:00:00,cliente32@email.com,Cliente32,Zapatillas Running X1,1,49.99,0.0,8.5,0.0,49.99,refunded
#ORD-1045,2025-03-15 00:00:00,patricia.gil@gmail.com,Patricia Gil,Pack Calcetines x5,2,14.99,0.0,2.5,3.99,33.97,paid
#ORD-1045,2025-03-15 00:00:00,patricia.gil@gmail.com,Patricia Gil,Camiseta Dry-Fit Pro,1,29.99,0.0,5.0,0.0,29.99,paid
#ORD-1045,2025-03-15 00:00:00,patricia.gil@gmail.com,Patricia Gil,Botella Térmica 750ml,2,24.99,2.5,9.0,0.0,44.98,paid
#ORD-1046,2025-01-28 00:00:00,cliente76@email.com,Cliente76,Pack Calcetines x5,1,14.99,0.0,2.5,0.0,14.99,paid
#ORD-1046,2025-01-28 00:00:00,cliente76@email.com,Cliente76,Gorra Trail Running,2,19.99,0.0,4.0,0.0,39.98,paid
#ORD-1046,2025-01-28 00:00:00,cliente76@email.com,Cliente76,Zapatillas Running X1,2,49.99,5.0,8.5,0.0,89.98,refunded
#ORD-1047,2025-01-23 00:00:00,cliente59@email.com,Cliente59,Mochila Trail 30L,2,59.99,0.0,12.0,3.99,123.97,refunded
#ORD-1047,2025-01-23 00:00:00,cliente59@email.com,Cliente59,Guantes Running,2,16.99,2.55,3.0,3.99,32.87,paid
#ORD-1047,2025-01-23 00:00:00,cliente59@email.com,Cliente59,Pack Calcetines x5,1,14.99,0.0,2.5,4.99,19.98,paid
#ORD-1048,2025-04-14 00:00:00,cliente60@email.com,Cliente60,Pantalón Corto Sport,2,34.99,0.0,6.5,4.99,74.97,paid
#ORD-1048,2025-04-14 00:00:00,cliente60@email.com,Cliente60,Mochila Trail 30L,2,59.99,0.0,12.0,3.99,123.97,paid
#ORD-1048,2025-04-14 00:00:00,cliente60@email.com,Cliente60,Gorra Trail Running,2,19.99,3.0,4.0,3.99,37.97,paid
#ORD-1049,2025-03-08 00:00:00,cliente67@email.com,Cliente67,Camiseta Dry-Fit Pro,1,29.99,3.0,5.0,4.99,31.979999999999997,paid
#ORD-1050,2025-01-16 00:00:00,cliente63@email.com,Cliente63,Zapatillas Running X1,1,49.99,0.0,8.5,0.0,49.99,refunded
#ORD-1050,2025-01-16 00:00:00,cliente63@email.com,Cliente63,Pack Calcetines x5,2,14.99,2.25,2.5,3.99,29.47,refunded
#ORD-1051,2025-04-08 00:00:00,cliente71@email.com,Cliente71,Gorra Trail Running,2,19.99,3.0,4.0,3.99,37.97,paid
#ORD-1051,2025-04-08 00:00:00,cliente71@email.com,Cliente71,Guantes Running,2,16.99,0.0,3.0,3.99,37.97,paid
#ORD-1051,2025-04-08 00:00:00,cliente71@email.com,Cliente71,Camiseta Dry-Fit Pro,1,29.99,0.0,5.0,0.0,29.99,paid
#ORD-1052,2025-03-15 00:00:00,cliente25@email.com,Cliente25,Guantes Running,2,16.99,2.55,3.0,3.99,32.87,paid
#ORD-1053,2025-03-26 00:00:00,cliente25@email.com,Cliente25,Pack Calcetines x5,2,14.99,0.0,2.5,3.99,33.97,paid
#ORD-1053,2025-03-26 00:00:00,cliente25@email.com,Cliente25,Mochila Trail 30L,2,59.99,0.0,12.0,0.0,119.98,paid
#ORD-1054,2025-02-27 00:00:00,cristina.molina@gmail.com,Cristina Molina,Guantes Running,1,16.99,0.0,3.0,3.99,20.979999999999997,refunded
#ORD-1054,2025-02-27 00:00:00,cristina.molina@gmail.com,Cristina Molina,Guantes Running,2,16.99,0.0,3.0,0.0,33.98,paid
#ORD-1054,2025-02-27 00:00:00,cristina.molina@gmail.com,Cristina Molina,Botella Térmica 750ml,2,24.99,0.0,9.0,0.0,49.98,refunded
#ORD-1055,2025-01-22 00:00:00,cliente63@email.com,Cliente63,Zapatillas Running X1,1,49.99,0.0,8.5,3.99,53.980000000000004,paid
#ORD-1056,2025-03-02 00:00:00,cliente32@email.com,Cliente32,Pantalón Corto Sport,1,34.99,5.25,6.5,4.99,34.73,refunded
#ORD-1057,2025-02-18 00:00:00,cliente57@email.com,Cliente57,Pantalón Corto Sport,2,34.99,5.25,6.5,0.0,59.48,paid
#ORD-1057,2025-02-18 00:00:00,cliente57@email.com,Cliente57,Pack Calcetines x5,1,14.99,0.0,2.5,0.0,14.99,paid
#ORD-1058,2025-04-02 00:00:00,cliente31@email.com,Cliente31,Camiseta Dry-Fit Pro,1,29.99,0.0,5.0,4.99,34.98,refunded
#ORD-1059,2025-04-05 00:00:00,cliente77@email.com,Cliente77,Botella Térmica 750ml,1,24.99,0.0,9.0,3.99,28.979999999999997,paid
#ORD-1059,2025-04-05 00:00:00,cliente77@email.com,Cliente77,Guantes Running,1,16.99,0.0,3.0,3.99,20.979999999999997,paid
#ORD-1060,2025-02-19 00:00:00,cliente55@email.com,Cliente55,Pack Calcetines x5,1,14.99,0.0,2.5,0.0,14.99,paid
#ORD-1061,2025-03-05 00:00:00,miguel.torres@gmail.com,Miguel Torres,Botella Térmica 750ml,2,24.99,2.5,9.0,0.0,44.98,refunded
#ORD-1062,2025-01-18 00:00:00,cliente39@email.com,Cliente39,Pantalón Corto Sport,2,34.99,5.25,6.5,4.99,64.47,refunded
#ORD-1062,2025-01-18 00:00:00,cliente39@email.com,Cliente39,Camiseta Dry-Fit Pro,1,29.99,3.0,5.0,3.99,30.979999999999997,paid
#ORD-1062,2025-01-18 00:00:00,cliente39@email.com,Cliente39,Zapatillas Running X1,1,49.99,0.0,8.5,0.0,49.99,paid
#ORD-1063,2025-01-16 00:00:00,cliente23@email.com,Cliente23,Guantes Running,2,16.99,0.0,3.0,4.99,38.97,refunded
#ORD-1063,2025-01-16 00:00:00,cliente23@email.com,Cliente23,Camiseta Dry-Fit Pro,2,29.99,0.0,5.0,4.99,64.97,paid
#ORD-1064,2025-01-20 00:00:00,cliente42@email.com,Cliente42,Camiseta Dry-Fit Pro,1,29.99,0.0,5.0,4.99,34.98,refunded
#ORD-1064,2025-01-20 00:00:00,cliente42@email.com,Cliente42,Botella Térmica 750ml,2,24.99,3.75,9.0,0.0,42.48,refunded
#ORD-1064,2025-01-20 00:00:00,cliente42@email.com,Cliente42,Camiseta Dry-Fit Pro,2,29.99,0.0,5.0,3.99,63.97,paid
#ORD-1065,2025-03-09 00:00:00,cliente52@email.com,Cliente52,Zapatillas Running X1,2,49.99,5.0,8.5,0.0,89.98,paid
#ORD-1065,2025-03-09 00:00:00,cliente52@email.com,Cliente52,Gorra Trail Running,2,19.99,2.0,4.0,0.0,35.98,paid
#ORD-1065,2025-03-09 00:00:00,cliente52@email.com,Cliente52,Botella Térmica 750ml,1,24.99,0.0,9.0,4.99,29.979999999999997,refunded
#ORD-1066,2025-01-18 00:00:00,roberto.vega@gmail.com,Roberto Vega,Pack Calcetines x5,1,14.99,0.0,2.5,0.0,14.99,refunded
#ORD-1067,2025-03-09 00:00:00,alejandro.díaz@gmail.com,Alejandro Díaz,Camiseta Dry-Fit Pro,2,29.99,0.0,5.0,0.0,59.98,refunded
#ORD-1068,2025-03-18 00:00:00,cliente38@email.com,Cliente38,Botella Térmica 750ml,2,24.99,2.5,9.0,4.99,49.97,paid
#ORD-1068,2025-03-18 00:00:00,cliente38@email.com,Cliente38,Guantes Running,1,16.99,1.7,3.0,0.0,15.29,paid
#ORD-1068,2025-03-18 00:00:00,cliente38@email.com,Cliente38,Camiseta Dry-Fit Pro,2,29.99,3.0,5.0,3.99,57.97,paid
#ORD-1069,2025-02-01 00:00:00,ana.garcía@gmail.com,Ana García,Botella Térmica 750ml,2,24.99,0.0,9.0,4.99,54.97,refunded
#ORD-1069,2025-02-01 00:00:00,ana.garcía@gmail.com,Ana García,Gorra Trail Running,2,19.99,3.0,4.0,4.99,38.97,refunded
#ORD-1070,2025-04-14 00:00:00,cliente42@email.com,Cliente42,Pack Calcetines x5,2,14.99,0.0,2.5,4.99,34.97,paid
#ORD-1071,2025-02-27 00:00:00,cliente61@email.com,Cliente61,Pantalón Corto Sport,2,34.99,0.0,6.5,4.99,74.97,paid
#ORD-1071,2025-02-27 00:00:00,cliente61@email.com,Cliente61,Mochila Trail 30L,2,59.99,0.0,12.0,4.99,124.97,paid
#ORD-1071,2025-02-27 00:00:00,cliente61@email.com,Cliente61,Guantes Running,1,16.99,0.0,3.0,4.99,21.979999999999997,paid
#ORD-1072,2025-02-17 00:00:00,david.moreno@gmail.com,David Moreno,Botella Térmica 750ml,2,24.99,3.75,9.0,4.99,47.47,paid
#ORD-1072,2025-02-17 00:00:00,david.moreno@gmail.com,David Moreno,Gorra Trail Running,2,19.99,0.0,4.0,4.99,44.97,paid
#ORD-1073,2025-03-29 00:00:00,cliente80@email.com,Cliente80,Pack Calcetines x5,2,14.99,0.0,2.5,0.0,29.98,refunded
#ORD-1074,2025-03-17 00:00:00,carmen.romero@gmail.com,Carmen Romero,Camiseta Dry-Fit Pro,2,29.99,0.0,5.0,3.99,63.97,paid
#ORD-1074,2025-03-17 00:00:00,carmen.romero@gmail.com,Carmen Romero,Zapatillas Running X1,2,49.99,0.0,8.5,3.99,103.97,paid
#ORD-1074,2025-03-17 00:00:00,carmen.romero@gmail.com,Carmen Romero,Gorra Trail Running,2,19.99,0.0,4.0,0.0,39.98,refunded
#ORD-1075,2025-01-28 00:00:00,cliente73@email.com,Cliente73,Mochila Trail 30L,1,59.99,0.0,12.0,0.0,59.99,refunded
#ORD-1075,2025-01-28 00:00:00,cliente73@email.com,Cliente73,Pack Calcetines x5,2,14.99,2.25,2.5,0.0,25.48,paid
#ORD-1075,2025-01-28 00:00:00,cliente73@email.com,Cliente73,Guantes Running,2,16.99,1.7,3.0,3.99,34.57,paid
#ORD-1076,2025-03-03 00:00:00,cliente60@email.com,Cliente60,Mochila Trail 30L,1,59.99,6.0,12.0,3.99,57.980000000000004,paid
#ORD-1076,2025-03-03 00:00:00,cliente60@email.com,Cliente60,Pantalón Corto Sport,2,34.99,3.5,6.5,3.99,66.97,paid
#ORD-1077,2025-01-29 00:00:00,cliente50@email.com,Cliente50,Camiseta Dry-Fit Pro,1,29.99,3.0,5.0,3.99,30.979999999999997,paid
#ORD-1077,2025-01-29 00:00:00,cliente50@email.com,Cliente50,Botella Térmica 750ml,1,24.99,2.5,9.0,3.99,26.479999999999997,paid
#ORD-1078,2025-03-27 00:00:00,isabel.fernández@gmail.com,Isabel Fernández,Guantes Running,2,16.99,0.0,3.0,3.99,37.97,paid
#ORD-1078,2025-03-27 00:00:00,isabel.fernández@gmail.com,Isabel Fernández,Pack Calcetines x5,2,14.99,0.0,2.5,0.0,29.98,paid
#ORD-1078,2025-03-27 00:00:00,isabel.fernández@gmail.com,Isabel Fernández,Botella Térmica 750ml,2,24.99,0.0,9.0,3.99,53.97,paid
#ORD-1079,2025-04-02 00:00:00,alejandro.díaz@gmail.com,Alejandro Díaz,Gorra Trail Running,2,19.99,0.0,4.0,0.0,39.98,paid
#ORD-1079,2025-04-02 00:00:00,alejandro.díaz@gmail.com,Alejandro Díaz,Gorra Trail Running,2,19.99,0.0,4.0,3.99,43.97,refunded
#ORD-1080,2025-04-11 00:00:00,cliente38@email.com,Cliente38,Gorra Trail Running,1,19.99,2.0,4.0,0.0,17.99,paid
#ORD-1080,2025-04-11 00:00:00,cliente38@email.com,Cliente38,Pack Calcetines x5,2,14.99,2.25,2.5,3.99,29.47,paid
#ORD-1080,2025-04-11 00:00:00,cliente38@email.com,Cliente38,Pantalón Corto Sport,1,34.99,0.0,6.5,0.0,34.99,refunded
#ORD-1081,2025-03-17 00:00:00,cliente48@email.com,Cliente48,Botella Térmica 750ml,2,24.99,0.0,9.0,0.0,49.98,paid
#ORD-1081,2025-03-17 00:00:00,cliente48@email.com,Cliente48,Guantes Running,1,16.99,2.55,3.0,3.99,18.43,paid
#ORD-1081,2025-03-17 00:00:00,cliente48@email.com,Cliente48,Camiseta Dry-Fit Pro,2,29.99,0.0,5.0,4.99,64.97,paid
#ORD-1082,2025-02-23 00:00:00,fernando.ortega@gmail.com,Fernando Ortega,Zapatillas Running X1,2,49.99,5.0,8.5,0.0,89.98,paid
#ORD-1083,2025-04-09 00:00:00,cliente31@email.com,Cliente31,Mochila Trail 30L,2,59.99,6.0,12.0,3.99,111.97,refunded
#ORD-1083,2025-04-09 00:00:00,cliente31@email.com,Cliente31,Mochila Trail 30L,2,59.99,0.0,12.0,4.99,124.97,refunded
#ORD-1083,2025-04-09 00:00:00,cliente31@email.com,Cliente31,Botella Térmica 750ml,1,24.99,0.0,9.0,0.0,24.99,refunded
#ORD-1084,2025-04-04 00:00:00,cliente31@email.com,Cliente31,Camiseta Dry-Fit Pro,2,29.99,4.5,5.0,3.99,54.97,paid
#ORD-1084,2025-04-04 00:00:00,cliente31@email.com,Cliente31,Pantalón Corto Sport,2,34.99,0.0,6.5,0.0,69.98,refunded
#ORD-1085,2025-04-06 00:00:00,alejandro.díaz@gmail.com,Alejandro Díaz,Pack Calcetines x5,1,14.99,0.0,2.5,3.99,18.98,paid
#ORD-1085,2025-04-06 00:00:00,alejandro.díaz@gmail.com,Alejandro Díaz,Mochila Trail 30L,1,59.99,0.0,12.0,0.0,59.99,paid
#ORD-1085,2025-04-06 00:00:00,alejandro.díaz@gmail.com,Alejandro Díaz,Pack Calcetines x5,2,14.99,0.0,2.5,0.0,29.98,paid
#ORD-1086,2025-03-08 00:00:00,beatriz.castro@gmail.com,Beatriz Castro,Botella Térmica 750ml,1,24.99,0.0,9.0,0.0,24.99,paid
#ORD-1087,2025-04-11 00:00:00,cliente31@email.com,Cliente31,Gorra Trail Running,1,19.99,0.0,4.0,3.99,23.979999999999997,paid
#ORD-1087,2025-04-11 00:00:00,cliente31@email.com,Cliente31,Mochila Trail 30L,2,59.99,9.0,12.0,0.0,101.98,paid
